TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;vT_MobisSo;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;pSV_MobisSo_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;DL_Ri1;DL_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;Koor_UTM32_E;Koor_UTM32_N;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_t;Q_L1_t;Q_L2_t;Q_K_t;Q_P_n;Q_L1_n;Q_L2_n;Q_K_n;Q_P_a;Q_L1_a;Q_L2_a;Q_K_a;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
6131;9582;AS Bamberg-Ost;9;BY;A;73;;5+1;Lichtenfels;AS Bamberg-Ost;N;Nürnberg;AS Bamberg-Süd (B22);S;4;110;49.374;24.496;24.878;7.402;3.617;3.785;15,0;0,94;0,77;1,12;2.795;13,2;581;32,6;;;;;C;C;82,8;;;1,1;4,3;10,4;;0,2;1,1;640.026;5.527.764;;;;;53.970;26.993;26.977;19,0;18,6;19,4;49,88587337;10,94929451;2.799;2.575;11,4;10,4;10,7;11,8;7,4;7,5;10,4;9,5;27.360;27.325;0,71;0,84;0,91;1,07;1,20;1,05;0,78;0,77;;121;247;;;39;151;;;51;159;;210;6031028O6131041O;2,065;Ri1_ist_VonNK;- in Bearbeitung -;
6131;9583;AS Bamberg-Süd;9;BY;A;73;;5+1;Bamberg;AS Bamberg-Süd (B22);N;Nürnberg;AS Hirschaid;S;4;235;48.897;23.979;24.918;5.798;2.770;3.028;11,9;0,94;0,76;1,10;2.779;10,4;554;26,2;;;;;D;D;86,7;;;0,9;4,0;7,7;;0,2;0,6;641.844;5.524.762;;;;;53.450;26.418;27.032;15,0;14,6;15,4;49,85846754;10,97349020;2.566;2.401;10,7;9,6;7,5;10,9;4,5;6,4;9,7;8,9;26.125;26.771;0,71;0,81;0,92;1,01;1,15;1,04;0,78;0,78;;113;177;;;31;114;;;46;114;;200;6131041O6132022O;2,166;Ri1_ist_VonNK;- in Bearbeitung -;
6232;9585;AS Buttenheim;9;BY;A;73;;5+1;Bamberg;AS Buttenheim;N;Nürnberg;AS Forchheim-Nord;S;4;337;48.332;24.060;24.272;5.406;2.779;2.627;11,2;0,93;0,76;1,08;2.736;9,8;569;24,3;;;;;D;D;86,3;;;1,1;2,6;8,3;;0,4;1,4;647.705;5.514.538;;;;;52.713;26.472;26.241;14,2;14,6;13,7;49,76514484;11,05108583;2.581;2.408;10,7;9,9;7,2;8,5;5,0;6,3;9,7;9,2;26.243;26.245;0,71;0,81;0,92;0,96;1,14;1,03;0,79;0,77;;77;191;;;22;116;;;29;121;;180;6232036O6232029O;3,832;Ri1_ist_VonNK;- in Bearbeitung -;
6431;9650;AS Erlangen-Eltersdorf;9;BY;A;73;;5+1;Bamberg;AS Erlangen-Eltersdorf;N;Nürnberg;AS Fürth-Steinach;S;4;198;64.080;32.326;31.754;5.818;3.179;2.640;9,1;0,90;0,53;1,00;3.642;8,1;726;18,9;;;;;D;D;89,6;;;0,6;4,4;4,4;;0,3;0,7;644.171;5.489.054;;;;;74.615;37.746;36.869;10,6;11,5;9,7;49,53693067;10,99266154;3.388;3.277;10,5;10,3;10,4;5,9;2,7;3,4;9,0;8,9;37.839;37.386;0,52;0,54;0,96;0,96;1,03;0,97;0,69;0,69;;164;131;;;45;92;;;68;86;;90;6431034O6431073O;0,443;Ri1_ist_VonNK;- in Bearbeitung -;
6331;9660;AS Erlangen-Nord;9;BY;A;73;;5+1;Bamberg;AS Erlangen-Nord;N;Nürnberg;AS Erlangen-Zentrum;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644.392;5.496.102;;;;;;;;;;;49,60023022;10,99830624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;6331015O6431055O;0,423;Ri1_ist_VonNK;- in Bearbeitung -;
6431;9661;AS Erlangen-Zentrum;9;BY;A;73;;5+1;Bamberg;AS Erlangen-Zentrum;N;Nürnberg;AS Erlangen-Bruck (B4);S;6;237;79.565;40.552;39.013;6.844;3.443;3.401;8,6;0,89;0,61;1,01;4.552;7,6;842;19,1;;;;;D;C;90,0;;;0,7;3,0;5,2;;0,4;0,7;643.891;5.494.685;;;;;91.468;46.702;44.766;10,3;10,2;10,4;49,58761479;10,99085419;4.076;4.011;10,1;10,3;5,6;6,6;3,5;3,6;8,7;9,0;46.828;44.811;0,59;0,63;0,95;0,98;1,04;0,98;0,71;0,70;;149;199;;;40;121;;;52;129;;120;6431055O6431008O;0,521;Ri1_ist_VonNK;- in Bearbeitung -;
6232;9586;AS Forchheim-Nord;9;BY;A;73;;5+1;Bamberg;AS Forchheim-Nord;N;Nürnberg;AS Forchheim-Süd (B470);S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;647.987;5.510.094;;;;;;;;;;;49,72513161;11,05331752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;6232029O6332054O;1,304;Ri1_ist_VonNK;- in Bearbeitung -;
6132;9584;AS Hirschaid;9;BY;A;73;;5+1;Bamberg;AS Hirschaid;N;Nürnberg;AS Buttenheim;S;4;233;48.698;24.013;24.685;5.928;2.832;3.096;12,2;0,93;0,76;1,09;2.767;10,7;553;26,8;;;;;D;D;86,4;;;0,9;4,3;7,7;;0,2;0,6;645.320;5.518.429;;;;;53.270;26.487;26.783;15,3;14,8;15,9;49,80070700;11,01944890;2.590;2.448;10,8;9,9;7,4;12,3;4,4;6,5;9,8;9,1;26.088;26.478;0,71;0,81;0,91;0,99;1,14;1,04;0,78;0,78;;119;178;;;33;115;;;50;115;;190;6132022O6232036O;2,733;Ri1_ist_VonNK;- in Bearbeitung -;
6331;9589;AS Möhrendorf;9;BY;A;73;;5+1;Bamberg;AS Möhrendorf;N;Nürnberg;AS Erlangen-Nord;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644.983;5.498.975;;;;;;;;;;;49,62591206;11,00753908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;6332046O6331015O;1,263;Ri1_ist_VonNK;- in Bearbeitung -;
6632;9662;AS Nürnberg-Königshof;9;BY;A;73;;5+1;Bamberg;AS Nürnberg-Königshof;N;Nürnberg, A9;AS Nürnberg-Zollhaus (B8);S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;652.737;5.473.508;;;;;;;;;;;49,39508563;11,10498707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;6632034O6632033O;1,510;Ri1_ist_VonNK;- in Bearbeitung -;
6632;9593;AS Nürnberg-Zollhaus (S);9;BY;A;73;;5+1;Bamberg;AS Nürnberg-Zollhaus (B8);N;Nürnberg, A9;AK Kreuz Nürnberg Süd (A6);S;7;139;83.933;42.484;41.449;11.169;5.393;5.777;13,3;0,91;0,71;1,06;4.718;12,2;1.056;23,4;;;;;D;D;84,4;;;0,9;6,4;6,7;;0,2;1,3;654.966;5.471.762;;;;;93.726;47.255;46.471;16,5;15,9;17,2;49,37883562;11,13499627;4.168;4.165;9,8;10,0;10,0;9,1;4,8;4,4;8,8;9,0;46.440;45.539;0,73;0,69;0,96;0,97;1,06;1,06;0,78;0,80;;302;272;;;87;161;;;114;154;;40;6632033O6632032O;1,983;Ri1_ist_VonNK;- in Bearbeitung -;
6632;9594;AS Wendelstein-Nord;9;BY;A;73;;5+1;Bamberg;AK Kreuz Nürnberg-Süd (A6);N;Nürnberg, A9;AS Wendelstein-Nord;S;6;284;43.744;20.421;23.323;4.502;2.007;2.494;10,3;0,92;0,68;1,00;2.466;9,5;535;17,4;;;;;D;D;87,8;;;0,8;3,6;6,4;;0,3;1,1;655.999;5.471.236;;;;;49.132;22.456;26.676;12,7;12,3;13,1;49,37383618;11,14901922;2.048;2.658;10,0;11,4;6,8;7,7;3,9;5,1;9,1;10,0;22.316;27.123;0,73;0,65;0,92;0,93;1,04;0,96;0,80;0,70;;95;140;;;23;70;;;31;69;;30;6632032O6632006O;1,023;Ri1_ist_VonNK;- in Bearbeitung -;
6031;9021;Bamberg-Ost (N);9;BY;A;73;;8+1;Bamberg;AS Memmelsdorf;N;Nürnberg;AS Bamberg-Ost;S;4;336;58.096;29.065;29.031;8.006;3.893;4.114;13,8;0,93;0,72;1,10;3.297;12,2;667;29,2;;;;;D;D;84,1;7,3;0,9;1,1;3,3;10,2;7,2;0,2;1,0;639.287;5.530.622;;;;;64.415;32.488;31.927;17,2;16,7;17,8;49,91174356;10,94004501;3.205;2.937;11,0;10,1;8,7;12,5;6,3;9,2;9,9;9,2;32.648;31.851;0,66;0,78;0,92;1,04;1,16;1,04;0,76;0,75;2.832;114;289;30;460;29;166;6;2.001;45;173;23;220;6031051O6031028O;0,151;Ri1_ist_VonNK;- in Bearbeitung -;
5931;9306;Ebensfeld;9;BY;A;73;;8+1;Lichtenfels;AS Bad Staffelstein;N;Breitengüßbach;AS Ebensfeld;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;641.182;5.547.558;;;;;;;;;;;50,06352615;10,97263421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260;5932009O5931025O;4,197;Ri1_ist_VonNK;- in Bearbeitung -;
5631;9165;Eisfeld (S);9;BY;A;73;;8+1;Suhl;AS Eisfeld-Süd (B4);N;Lichtenfels;AS Coburg (B4);S;4;355;14.552;7.302;7.250;2.032;1.051;980;14,0;0,96;0,69;1,14;830;12,8;158;26,0;;;;;E;B;83,7;7,3;2,0;1,1;3,6;10,1;7,4;0,3;1,2;636.215;5.582.619;;;;;16.165;8.194;7.971;17,6;18,0;17,3;50,37984403;10,91587314;994;1.002;13,6;13,8;9,9;10,6;6,4;7,1;12,1;12,6;8.205;7.843;0,61;0,78;0,92;1,14;1,21;1,06;0,72;0,71;697;32;75;16;113;8;33;3;427;12;36;9;290;5631009O5731049O;0,878;Ri1_ist_VonNK;- in Bearbeitung -;
6632;9004;Nürnberg-Hafen-Ost (S);9;BY;A;73;;8+1;Nürnberg;AS Nürnberg-Hafen-Ost;N;AD Nürnberg/Feucht;AS Nürnberg-Königshof;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;650.446;5.474.212;;;;;;;;;;;49,40199116;11,07369255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;6532051O6632034O;0,331;Ri1_ist_VonNK;- in Bearbeitung -;
6532;9111;Nürnberg/Fürth (N);9;BY;A;73;;8+1;Bamberg;AS Fürth-Poppenreuth;N;Nürnberg;AS Nürnberg/Fürth;S;4;338;71.356;37.387;33.969;5.551;2.701;2.850;7,8;0,91;0,57;1,01;4.018;6,9;883;15,4;;;;;D;D;90,3;9,4;1,0;0,5;3,4;4,1;2,7;0,3;1,4;645.990;5.481.931;;;;;81.715;43.139;38.576;9,2;8,5;9,9;49,47246024;11,01516201;3.615;3.187;9,7;9,4;4,4;6,7;2,4;3,4;8,4;8,3;43.241;38.903;0,55;0,60;0,96;0,97;1,02;0,99;0,74;0,78;3.644;142;137;38;723;45;90;9;2.837;60;85;31;80;6532032O6532054O;1,259;Ri1_ist_VonNK;- in Bearbeitung -;
6633;9333;Röthenbach b.St.W. (O);9;BY;A;73;;8+1;Nürnberg;AS Röthenbach b. St. W.;N;AD Nürnberg/Feucht;AS Feucht;S;6;360;42.088;20.669;21.419;4.124;1.963;2.160;9,8;0,91;0,67;1,02;2.389;9,0;483;17,9;;;;;C;C;88,3;7,6;1,0;0,8;3,2;6,2;4,5;0,4;1,0;657.658;5.470.693;;;;;47.258;23.025;24.233;12,1;11,9;12,4;49,36852851;11,17163932;1.976;2.286;9,6;10,7;7,2;5,9;4,6;3,8;8,6;9,4;23.376;24.390;0,69;0,66;0,92;0,95;1,02;1,01;0,77;0,75;2.126;86;129;23;387;19;68;5;1.579;28;66;17;20;6633007O6633019O;0,120;Ri1_ist_VonNK;- in Bearbeitung -;
5832;9235;Untersiemau (N);9;BY;A;73;;8+1;Suhl;AS Ebersdorf b.Coburg;N;Lichtenfels;AK Untersiemau;S;4;357;16.984;8.599;8.386;2.284;1.198;1.086;13,4;0,96;0,78;1,13;975;12,4;174;25,1;;;;;C;C;84,2;9,1;2,0;1,1;4,1;9,2;6,8;0,2;1,3;643.367;5.559.113;;;;;18.510;9.464;9.046;17,2;17,6;16,8;50,16686764;11,00748688;984;890;11,4;10,6;10,0;10,8;6,3;6,4;10,4;9,8;9.647;8.675;0,69;0,88;0,92;1,12;1,19;1,06;0,78;0,78;822;40;81;19;124;9;34;4;551;15;37;12;280;5732028O5832030O;7,158;Ri1_ist_VonNK;- in Bearbeitung -;
5832;9236;Untersiemau (S);9;BY;A;73;;8+1;Suhl;AS Untersiemau;N;Lichtenfels;AS Lichtenfels-Nord;S;4;358;26.456;13.207;13.249;2.938;1.509;1.429;11,1;0,93;0,70;1,08;1.525;10,4;257;20,0;;;;;D;C;86,7;8,6;1,4;0,9;3,7;7,2;5,2;0,2;1,3;644.066;5.558.163;;;;;29.604;14.882;14.722;13,9;14,1;13,6;50,15815805;11,01691000;1.427;1.456;10,8;11,0;9,8;9,6;5,8;5,7;9,6;9,9;15.078;14.683;0,64;0,75;0,94;1,06;1,13;1,04;0,73;0,73;1.327;58;100;21;199;13;39;4;894;19;42;13;270;5832030O5832031O;0,676;Ri1_ist_VonNK;- in Bearbeitung -;
6224;9035;AD Würzburg-West (S);9;BY;A;81;;8+1;Würzburg;AD Dreieck Würzburg-West (A3);N;Stuttgart;AS Gerchsheim;S;4;265;30.145;14.156;15.989;5.522;2.546;2.977;18,3;0,95;0,90;1,16;1.684;15,6;401;41,1;;;;;C;B;79,4;7,7;1,2;1,1;3,4;14,7;10,7;0,3;1,2;559.495;5.509.146;;;;;32.331;15.366;16.965;23,8;23,1;24,5;49,73186512;9,82558323;1.476;1.710;10,4;10,7;11,4;1,6;8,6;0,5;9,6;10,1;15.134;16.840;0,83;0,96;0,93;1,12;1,28;1,06;0,80;0,74;1.380;58;205;20;228;21;144;4;1.111;36;151;16;200;6224215O6224219O;1,890;Ri1_ist_VonNK;- in Bearbeitung -;
7735;9217;AD M.-Feldmoching (N);9;BY;A;92;;8+1;Landshut;AS Oberschleißheim;O;München;AD Dreieck München-Feldmoching (A99);W;4;321;61.685;30.843;30.842;5.897;2.949;2.948;9,6;0,93;0,76;1,04;3.486;8,8;740;17,0;;;;;D;D;89,6;6,9;0,2;0,9;3,3;5,5;4,0;0,8;0,0;688.098;5.346.630;;;;;68.113;34.499;33.615;12,2;12,0;12,4;48,24495409;11,53367972;3.103;3.170;10,1;10,3;9,2;11,2;5,2;6,0;9,0;9,4;35.529;34.960;0,70;0,82;0,94;1,00;1,09;1,00;0,74;0,76;3.173;133;173;6;613;47;79;1;2.394;57;91;5;10;7735017O7735016O;2,255;Ri1_ist_NachNK;- in Bearbeitung -;
7635;9007;AK Neufahrn (O);9;BY;A;92;;8+1;Landshut;AS Freising-Süd;O;München;AS Eching-Ost;W;6;231;105.225;53.339;51.886;;;;;0,92;0,74;1,02;5.835;;1.483;;;;;;D;D;;;;;;;;;;696.461;5.356.242;;;;;117.441;60.073;57.368;;;;48,32880671;11,65067653;5.046;4.523;9,5;8,7;;;;;8,4;7,9;62.107;59.185;0,69;0,80;0,97;0,99;1,04;1,00;0,72;0,72;;;;;;;;;;;;;40;7635028O7636013O;1,584;Ri1_ist_NachNK;- in Bearbeitung -;
7635;9015;AK Neufahrn (W);9;BY;A;92;;8+1;Landshut;AK Kreuz Neufahrn;O;München;AS Lohhof;W;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692.574;5.353.445;;;;;;;;;;;48,30485655;11,59701440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;7735020O7635023O;1,728;Ri1_ist_NachNK;- in Bearbeitung -;
7537;9184;AS Erding;9;BY;A;92;;8+1;Landshut;AS Erding;O;München;AS Freising-Ost (B11a);W;4;347;39.771;19.615;20.156;;;;;0,92;0,74;1,03;2.244;;484;;;;;;E;E;;;;;;;;;;706.260;5.363.290;;;;;44.173;22.101;22.071;;;;48,38901381;11,78618057;2.434;2.557;12,4;12,7;;;;;11,0;11,6;22.320;22.717;0,63;0,84;0,89;1,02;1,12;0,94;0,74;0,70;;;;;;;;;;;;;80;7636012O7637021O;0,570;Ri1_ist_NachNK;- in Bearbeitung -;
7636;9185;AS Flughafen München;9;BY;A;92;;8+1;Landshut;AS Flughafen München;O;München;AS Freising-Süd (B11);W;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700.739;5.357.407;;;;;;;;;;;48,33792906;11,70888762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;7636013O7636022O;0,806;Ri1_ist_NachNK;- in Bearbeitung -;
7636;9182;AS Freising Mitte;9;BY;A;92;;8+1;Landshut;AS Freising-Mitte (B301);O;München;AS Flughafen München;W;4;336;51.925;26.177;25.748;;;;;0,92;0,69;1,02;2.925;;640;;;;;;E;E;;;;;;;;;;702.122;5.358.967;;;;;58.282;29.884;28.398;;;;48,35150813;11,72828140;3.214;3.202;12,3;12,4;;;;;10,8;11,3;30.387;29.120;0,60;0,79;0,91;1,01;1,08;0,96;0,73;0,73;;;;;;;;;;;;;60;7636022O7636025O;0,056;Ri1_ist_NachNK;- in Bearbeitung -;
7636;9183;AS Freising Ost;9;BY;A;92;;8+1;Landshut;AS Freising-Ost (B11a);O;München;AS Freising-Mitte (B301);W;4;257;51.716;25.491;26.224;;;;;0,92;0,65;0,99;2.903;;658;;;;;;E;E;;;;;;;;;;703.630;5.361.652;;;;;58.677;29.384;29.294;;;;48,37514692;11,74991169;3.352;3.583;13,1;13,7;;;;;11,4;12,2;30.007;30.226;0,54;0,76;0,90;1,01;1,04;0,95;0,66;0,67;;;;;;;;;;;;;70;7636025O7636012O;0,566;Ri1_ist_NachNK;- in Bearbeitung -;
7438;9017;Altdorf (O);9;BY;A;92;;8+1;Landshut;AS Landshut-Nord;O;München;AS Altdorf;W;4;341;43.996;21.854;22.142;5.980;2.963;3.017;13,6;0,94;0,78;1,07;2.470;12,7;560;21,5;;;;;C;C;83,1;6,3;0,4;1,4;3,3;10,0;7,8;0,3;1,9;729.700;5.384.334;;;;;48.219;24.424;23.795;17,6;17,2;17,9;48,56995703;12,11390916;2.443;2.236;11,2;10,1;11,5;14,4;8,5;10,0;10,0;9,4;24.299;24.020;0,65;0,91;0,89;1,09;1,16;0,97;0,77;0,75;2.101;85;229;9;427;28;92;2;1.563;40;117;6;90;7438029O7438030O;1,427;Ri1_ist_NachNK;- in Bearbeitung -;
7341;9019;Landau a.d. Isar (W);9;BY;A;92;;8+1;Deggendorf;AS Landau a. d. Isar;O;Landshut;AS Pilsting-Großköllnbach;W;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;768.488;5.399.258;;;;;;;;;;;48,68853540;12,64836728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;7341022O7342032O;3,020;Ri1_ist_NachNK;- in Bearbeitung -;
7735;9006;Oberschleißheim (O);9;BY;A;92;;8+1;Landshut;AS Lohhof;O;München;AS Oberschleißheim;W;4;331;65.215;31.999;33.216;7.317;3.522;3.795;11,2;0,95;0,78;1,05;3.668;10,3;816;19,4;;;;;D;D;87,8;7,0;0,5;1,0;3,7;6,9;5,1;0,6;0,0;688.120;5.348.265;;;;;71.420;35.576;35.844;14,4;14,0;14,8;48,25963991;11,53469968;2.976;3.026;9,3;9,1;11,2;12,6;6,3;6,5;8,4;8,4;36.205;37.136;0,70;0,86;0,95;1,01;1,10;1,00;0,77;0,77;3.272;151;227;18;652;52;106;6;2.495;61;122;17;20;7735016O7735020O;0,825;Ri1_ist_NachNK;- in Bearbeitung -;
5637;9096;AD Hochfranken (S);9;BY;A;93;;8+1;AD Hochfranken (A72);AD Dreieck Hochfranken (A72);N;Hof;AS Hof-Ost;S;4;356;22.253;11.398;10.855;4.865;2.485;2.379;21,9;1,04;0,98;1,20;1.242;19,9;298;37,9;;;;;E;B;75,2;7,7;2,4;1,4;4,5;17,1;13,3;0,3;1,6;710.731;5.585.001;;;;;22.695;11.789;10.907;29,4;28,9;29,9;50,37926833;11,96403906;1.547;1.300;13,6;12,0;10,8;2,8;8,0;0,8;13,1;11,9;11.787;10.513;0,84;1,13;0,89;1,25;1,31;1,08;0,78;0,79;947;54;194;27;168;25;88;12;611;37;115;24;130;5637053O5637052O;0,534;Ri1_ist_VonNK;- in Bearbeitung -;
8138;9190;AD Inntal (S);9;BY;A;93;;8+1;Rosenheim;AD Dreieck Inntal (A8);N;Kiefersfelden;AS Reischenhart;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731.401;5.298.122;;;;;;;;;;;47,79483521;12,08998953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;8138022O8238008O;1,809;Ri1_ist_VonNK;- in Bearbeitung -;
6439;9087;AK Oberpfälzer Wald (S);9;BY;A;93;;8+1;Weiden;AK Kreuz Oberpfälzer Wald (A6);N;Regensburg;AS Pfreimd;S;4;225;36.674;18.551;18.124;6.173;3.126;3.047;16,8;1,01;0,89;1,18;2.045;15,3;495;29,8;;;;;E;C;80,3;7,8;0,9;1,4;3,0;13,4;10,3;0,4;1,5;730.268;5.488.506;;;;;38.041;19.554;18.487;22,2;21,9;22,6;49,50541742;12,18077432;2.211;1.886;11,9;10,4;10,9;1,9;8,1;0,6;11,3;10,2;19.089;17.966;0,76;1,03;0,89;1,19;1,32;1,03;0,80;0,74;1.685;67;246;17;335;26;121;4;1.221;41;151;13;100;6438033O6539004O;1,928;Ri1_ist_VonNK;- in Bearbeitung -;
7038;9045;AK Regensburg (N);9;BY;A;93;;8+1;Weiden;AS Regensburg-Kumpfmühl;N;Regensburg;AK Kreuz Regensburg (A3);S;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;724.063;5.431.655;;;;;;;;;;;48,99708771;12,06339849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;6938030O7038002O;0,458;Ri1_ist_VonNK;- in Bearbeitung -;
8238;9629;Fischbach am Inn;9;BY;A;93;;8+1;Rosenheim;AS Brannenburg;N;Bundesgrenze (A);AS Oberaudorf;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;736.315;5.289.041;;;;;;;;;;;47,71146732;12,15058062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;8238012O8339003O;3,397;Ri1_ist_VonNK;- in Bearbeitung -;
8339;9191;Kiefersfelden (S);9;BY;A;93;;8+1;Rosenheim;AS Kiefersfelden;N;Kiefersfelden;AS GÜG Kiefersfelden-Autobahn;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;740.154;5.277.460;;;;;;;;;;;47,60601589;12,19531279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8339006O8339007O;1,525;Ri1_ist_VonNK;- in Bearbeitung -;
6938;9044;Rgb.-Königswiesen (S);9;BY;A;93;;8+1;Weiden;AS Regensburg-Königswiesen;N;AD Holledau (A9);AS Regensburg-Kumpfmühl;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;723.805;5.432.928;;;;;;;;;;;49,00861992;12,06058092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;6938023O6938030O;0,198;Ri1_ist_VonNK;- in Bearbeitung -;
6938;9049;Rgb.-Pfaffenstein (N);9;BY;A;93;;8+1;Weiden;AS Regensburg-Nord;N;Regensburg;AS Regensburg-Pfaffenstein;S;4;301;70.262;34.618;35.645;;;;;0,94;0,75;1,07;3.969;;845;;;;;;D;D;;;;;;;;;;725.669;5.436.129;;;;;76.667;38.090;38.577;;;;49,03669376;12,08780390;3.453;3.605;10,0;10,1;;;;;9,1;9,3;38.103;38.272;0,68;0,82;0,95;1,07;1,12;1,02;0,76;0,75;;;;;;;;;;;;;80;6938036O6938014O;1,121;Ri1_ist_VonNK;- in Bearbeitung -;
6638;9902;Schwandorf-Mitte (N);9;BY;A;93;;8+1;Weiden;AS Schwandorf-Nord;N;Regensburg;AS Schwandorf-Mitte;S;4;352;46.289;23.185;23.104;7.166;3.641;3.525;15,5;0,99;0,86;1,16;2.611;14,1;564;28,3;;;;;C;B;82,2;6,2;1,5;1,4;3,0;12,1;9,3;0,4;0,9;729.240;5.467.728;;;;;48.508;24.604;23.904;20,4;20,4;20,4;49,31919088;12,15459238;2.606;2.309;11,2;10,0;10,2;1,7;7,6;0,7;10,6;9,7;24.335;23.379;0,76;0,97;0,92;1,14;1,25;1,06;0,82;0,79;2.180;84;284;39;390;28;131;9;1.556;41;157;31;90;6638018O6638025O;2,709;Ri1_ist_VonNK;- in Bearbeitung -;
5838;9099;Selb-West (S);9;BY;A;93;;8+1;Hof;AS Selb-West;N;Weiden;AS Hochstädt;S;4;349;24.310;12.283;12.027;4.729;2.407;2.322;19,5;1,00;0,85;1,18;1.363;17,7;313;35,0;;;;;E;C;78,1;8,2;0,8;1,4;3,2;16,0;12,5;0,3;1,0;721.397;5.560.316;;;;;25.736;13.174;12.561;25,4;25,1;25,6;50,15366608;12,09939781;1.583;1.330;12,9;11,1;14,1;2,2;11,0;0,9;12,0;10,6;13.139;12.171;0,72;0,99;0,88;1,21;1,29;1,07;0,70;0,71;1.096;46;195;12;199;13;96;2;725;25;114;7;120;5838006O5838012O;1,777;Ri1_ist_VonNK;- in Bearbeitung -;
7237;9030;Siegenburg (S);9;BY;A;93;;8+1;Regensburg;AS Siegenburg;N;AD Holledau (A9);AS Elsendorf;S;4;340;28.421;14.383;14.038;3.015;1.514;1.501;10,6;0,99;1,00;1,15;1.607;9,6;338;20,2;;;;;C;C;88,0;9,1;0,5;1,4;1,8;8,3;6,3;0,5;0,0;710.287;5.403.101;;;;;28.747;14.784;13.964;14,4;14,0;14,9;48,74539476;11,86063601;1.666;1.515;11,6;10,8;7,8;1,0;5,9;0,3;11,3;10,8;14.737;14.010;0,88;1,12;0,89;1,13;1,25;1,03;0,89;0,85;1.444;34;120;9;269;13;55;1;1.125;19;68;5;50;7237011O7236016O;0,814;Ri1_ist_VonNK;- in Bearbeitung -;
